Alkon hinnasto 20.4.2016Huom.! Hinnastojärjestyskoodilla saat tuoteryhmät takaisin hinnaston järjestykseen.

Numero	Nimi	Valmistaja	Pullokoko	Hinta	Litrahinta	Uutuus	Hinnastojärjestyskoodi	Tyyppi	Erityisryhmä	Oluttyyppi	Valmistusmaa	Alue	Vuosikerta	Etikettimerkintöjä	Huomautus	Rypäleet	Luonnehdinta	Pakkaustyyppi	Suljentatyyppi	Alkoholi-%	Hapot g/l	Sokeri g/l	Kantavierrep-%	Väri EBC	Katkerot EBU	Energia kcal/100 ml	Valikoima
484347	El Circulo Crianza 2013	Pagos del Rey, DOCa Rioja	0,75	10,20	13,47		110	punaviinit			Espanja	Rioja	2013	Pagos del Rey, DOCa Rioja		Tempranillo	Täyteläinen , tanniininen, luumuinen, kirsikkainen, mausteinen, tamminen	pullo	luonnonkorkki	13,5	4,8					90	vakiovalikoima
006691	El Coto Crianza 2012	El Coto de Rioja, DOCa Rioja	0,75	11,99	15,85		110	punaviinit			Espanja	Rioja	2012	El Coto de Rioja, DOCa Rioja		Tempranillo	Keskitäyteläinen , keskitanniininen, tumman marjainen, kirsikkainen, mausteinen, kevyen tamminen	pullo	metallinen kierrekapseli	13,0	4,9					80	vakiovalikoima
430457	Faustino Crianza 2012	Bodegas Faustino, DOCa Rioja	0,75	10,98	14,51		110	punaviinit			Espanja	Rioja	2012	Bodegas Faustino, DOCa Rioja		Tempranillo	Keskitäyteläinen , keskitanniininen, hapankirsikkainen, viikunainen, mausteinen, kevyen vaniljainen	pullo	luonnonkorkki	13,5	5,2					90	vakiovalikoima
005423	Faustino I Gran Reserva 2004	Bodegas Faustino, DOCa Rioja	0,75	24,90	33,07		110	punaviinit			Espanja	Rioja	2004	Bodegas Faustino, DOCa Rioja		Tempranillo, Graciano, Mazuelo	Keskitäyteläinen , tanniininen, hapankirsikkainen, karpaloinen, kevyen viikunainen, nahkainen, mausteinen, hennon tamminen	pullo	luonnonkorkki	13,5	5,4					90	vakiovalikoima
006826	Faustino V Reserva 2009	Bodegas Faustino, DOCa Rioja	0,75	17,99	23,85		110	punaviinit			Espanja	Rioja	2009	Bodegas Faustino, DOCa Rioja		Tempranillo, Mazuelo	Täyteläinen , tanniininen, karpaloinen, kypsän viikunainen, nahkainen, mausteinen, setrinen	pullo	luonnonkorkki	13,5	5,6					90	vakiovalikoima
006774	Faustino VII 2012	Bodegas Faustino, DOCa Rioja	0,75	9,49	12,52		110	punaviinit			Espanja	Rioja	2012	Bodegas Faustino, DOCa Rioja		Tempranillo	Täyteläinen , keskitanniininen, karpaloinen, viikunainen, yrttinen, kevyen mausteinen, hennon nahkainen	pullo	metallinen kierrekapseli	13,0	5,3					80	vakiovalikoima
470604	Glorioso Crianza 2010	Bodegas Palacio, DOCa Rioja	0,38	6,98	18,35		110	punaviinit			Espanja	Rioja	2010	Bodegas Palacio, DOCa Rioja		Tempranillo	Keskitäyteläinen , keskitanniininen, hapankirsikkainen, kypsän karpaloinen, kevyen luumuinen, mausteinen, tamminen	pullo	luonnonkorkki	14,0	4,9					90	vakiovalikoima
460277	Hacienda Valvarés Crianza 2011	Bodegas Altanza, DOCa Rioja Alta	0,75	13,18	17,44		110	punaviinit			Espanja	Rioja	2011	Bodegas Altanza, DOCa Rioja Alta		Tempranillo	Täyteläinen , keskitanniininen, tummakirsikkainen, boysenmarjainen, mausteinen, kevyen tamminen, hennon lääkeyrttinen	pullo	luonnonkorkki	14,5	5,5					90	vakiovalikoima
434807	Lan Gran Reserva 2007	Bodegas Lan, DOCa Rioja	0,75	22,90	30,40		110	punaviinit			Espanja	Rioja	2007	Bodegas Lan, DOCa Rioja		Tempranillo, Mazuelo, Garnacha	Täyteläinen , tanniininen, viikunainen, kypsän kirsikkainen, hennon nahkainen, tamminen, rodukas	pullo	luonnonkorkki	14,0	5,7					90	vakiovalikoima
006855	Marqués de Arienzo Gran Reserva 2008	Bodegas de los Herederos del Marques de Riscal, DOCa Rioja	0,75	19,89	26,52		110	punaviinit			Espanja	Rioja	2008	Bodegas de los Herederos del Marques de Riscal, DOCa Rioja		Tempranillo	Täyteläinen , tanniininen, kypsän kirsikkainen, viikunainen, kevyen nahkainen, tamminen, lämmin, pitkä	pullo	luonnonkorkki	14,0	4,9					90	vakiovalikoima
006796	Marqués de Arienzo Reserva 2010	Bodegas Domecq, DOCa Rioja	0,75	16,89	22,52		110	punaviinit			Espanja	Rioja	2010	Bodegas Domecq, DOCa Rioja		Tempranillo, Graciano, Mazuelo	Täyteläinen , keskitanniininen, luumuinen, tumman kirsikkainen, viikunainen, mausteinen, kevyen nahkainen	pullo	luonnonkorkki	14,0	4,6					90	vakiovalikoima
006781	Marqués de Cáceres Crianza 2012	Unión Viti-Vinícola, DOCa Rioja	0,75	13,35	17,67		110	punaviinit			Espanja	Rioja	2012	Unión Viti-Vinícola, DOCa Rioja		Tempranillo, Garnacha Tinta, Graciano	Keskitäyteläinen , tanniininen, hapankirsikkainen, karpalohilloinen, mausteinen, tamminen	pullo	metallinen kierrekapseli	13,5	4,7					90	vakiovalikoima
005435	Marqués de Cáceres Reserva 2009	Unión Viti-Vinícola, DOCa Rioja	0,75	18,08	23,97		110	punaviinit			Espanja	Rioja	2009	Unión Viti-Vinícola, DOCa Rioja		Tempranillo, Graciano, Garnacha	Täyteläinen , tanniininen, kypsän taatelinen, tumman luumuinen, tamminen, tallinen, mausteinen	pullo	luonnonkorkki	13,5	4,6					90	vakiovalikoima
006665	Marqués de la Concordia Crianza 2013	Haciendas Marqués de la Concordia, DOCa Rioja	0,75	10,98	14,51		110	punaviinit			Espanja	Rioja	2013	Haciendas Marqués de la Concordia, DOCa Rioja		Tempranillo	Täyteläinen , tanniininen, kypsän karpaloinen, kirsikkainen, viikunainen, mausteinen	pullo	luonnonkorkki	13,5	5,6					90	vakiovalikoima
007143	Marqués de Riscal Reserva 2011	Marqués de Riscal, DOCa Rioja	0,75	19,98	26,64		110	punaviinit			Espanja	Rioja	2011	Marqués de Riscal, DOCa Rioja		Tempranillo, Graciano, Mazuelo	Täyteläinen , tanniininen, herukkainen, kirsikkainen, viikunainen, hennon nahkainen, tamminen, pitkä	pullo	luonnonkorkki	14,0	4,7					90	vakiovalikoima
005152	Montecillo Crianza 2010	Bodegas Montecillo, DOCa Rioja	0,75	12,91	17,08		110	punaviinit			Espanja	Rioja	2010	Bodegas Montecillo, DOCa Rioja		Tempranillo	Keskitäyteläinen , keskitanniininen, kirsikkainen, karpaloinen, kevyen setrinen, mausteinen, hennon vaniljainen	pullo	luonnonkorkki	13,5	5,3					90	vakiovalikoima
449177	Muga Reserva 2012	Bodegas Muga, DOCa Rioja	0,75	18,10	24,00		110	punaviinit			Espanja	Rioja	2012	Bodegas Muga, DOCa Rioja		Tempranillo, Garnacha, Mazuelo, Graciano	Keskitäyteläinen , tanniininen, hapankirsikkainen, luumuinen, mausteinen, nahkainen, tamminen	pullo	luonnonkorkki	14,0	5,7					90	vakiovalikoima
441117	QP 2013	Bodega Classica, DOCa Rioja	0,75	14,99	19,85		110	punaviinit	luomu		Espanja	Rioja	2013	Bodega Classica, DOCa Rioja		Tempranillo	Täyteläinen , tanniininen, kirsikkainen, karhunvatukkainen, mausteinen, tamminen	pullo	luonnonkorkki	13,5	4,5					90	vakiovalikoima
470362	Torres Ibéricos Crianza 2012	Torres, DOCa Rioja	0,19	3,98	21,28		110	punaviinit			Espanja	Rioja	2012	Torres, DOCa Rioja		Tempranillo	Täyteläinen , keskitanniininen, tumman kirsikkainen, luumuinen, hennon nahkainen, kevyen tamminen, mausteinen	pullo	metallinen kierrekapseli	13,5	5,3					90	vakiovalikoima
005671	Castillo Murviedro Tempranillo 2014	Bodegas Murviedro, DOP Utiel-Requena	1,50	13,29	8,79		110	punaviinit			Espanja	Utiel-Requena	2014	Bodegas Murviedro, DOP Utiel-Requena		Tempranillo, Bobal	Keskitäyteläinen , keskitanniininen, kirsikkahilloinen, mausteinen, vaniljainen	pullo	metallinen kierrekapseli	12,5	5,0					80	vakiovalikoima
005656	Castillo Murviedro Tempranillo 2014	Bodegas Murviedro, DO Utiel-Requena	0,75	6,89	9,05		110	punaviinit			Espanja	Utiel-Requena	2014	Bodegas Murviedro, DO Utiel-Requena		Tempranillo, Bobal	Keskitäyteläinen , keskitanniininen, kirsikkahilloinen, mausteinen, vaniljainen	pullo	metallinen kierrekapseli	12,5	5,0					80	vakiovalikoima
434927	i heart Bobal	Copestick Murray, DO Utiel-Requena	0,75	8,90	11,73		110	punaviinit			Espanja	Utiel-Requena		Copestick Murray, DO Utiel-Requena		Bobal	Keskitäyteläinen , keskitanniininen, karhunvatukkahilloinen, kirsikkainen, kevyen karpaloinen, hennon mausteinen	pullo	metallinen kierrekapseli	13,0	5,1	8				90	vakiovalikoima
479947	Murviedro Iris 2014	Bodegas Murviedro, DO Utiel-Requena	0,75	8,40	11,07		110	punaviinit			Espanja	Utiel-Requena	2014	Bodegas Murviedro, DO Utiel-Requena		Tempranillo, Garnacha	Kevyt , keskitanniininen, puolimakea, vadelmainen, kevyen karpaloinen, hennon kukkainen	pullo	metallinen kierrekapseli	10,0	4,4	16				80	vakiovalikoima
489737	Santerra Syrah 2015	Murviedro, DOP Utiel-Requena	0,75	6,99	9,19		110	punaviinit			Espanja	Utiel-Requena	2015	Murviedro, DOP Utiel-Requena		Syrah	Keskitäyteläinen , keskitanniininen, makea, kypsän marjainen, karpalohilloinen	pullo	metallinen kierrekapseli	12,0	4,3	35				100	vakiovalikoima
006594	Don Opas 2014	Grupo de Bodegas Vinartis, DO Valdepeñas	0,75	6,36	8,35		110	punaviinit			Espanja	Valdepeñas	2014	Grupo de Bodegas Vinartis, DO Valdepeñas		Tempranillo	Keskitäyteläinen , keskitanniininen, kirsikkainen, puolukkainen, kevyen vaniljainen	pullo	metallinen kierrekapseli	12,0	4,6					80	vakiovalikoima
006242	Pata Negra Gran Reserva 2007	Vinartis, DO Valdepeñas	0,75	10,98	14,51		110	punaviinit			Espanja	Valdepeñas	2007	Vinartis, DO Valdepeñas		Tempranillo	Keskitäyteläinen , tanniininen, hapankirsikkainen, mausteinen, maitokahvinen, paahteinen, vaniljainen	pullo	luonnonkorkki	13,0	5,3					80	vakiovalikoima
005573	Señorío de los Llanos Crianza 2012	Grupo de Bodegas Vinartis, DO Valdepeñas	0,75	6,99	9,19		110	punaviinit			Espanja	Valdepeñas	2012	Grupo de Bodegas Vinartis, DO Valdepeñas		Tempranillo	Keskitäyteläinen , keskitanniininen, kypsän karpaloinen, hennon vaniljainen, mausteinen	pullo	metallinen kierrekapseli	12,5	5,1					80	vakiovalikoima
006915	Señorío de los Llanos Gran Reserva 2008	Grupo de Bodegas Vinartis, DO Valdepeñas	0,75	8,99	11,85		110	punaviinit			Espanja	Valdepeñas	2008	Grupo de Bodegas Vinartis, DO Valdepeñas		Tempranillo	Täyteläinen , tanniininen, kirsikkahilloinen, viikunainen, lakritsinen, kevyen nahkainen, mausteinen	pullo	luonnonkorkki	12,5	5,3					80	vakiovalikoima
004996	Viña Albali Cabernet Sauvignon Reserva 2010	Felíx Solís, DO Valdepeñas	0,75	9,78	12,91		110	punaviinit			Espanja	Valdepeñas	2010	Felíx Solís, DO Valdepeñas		Cabernet, Tempranillo	Keskitäyteläinen , keskitanniininen, hapankirsikkainen, karpaloinen, hennon nahkainen, kevyen mausteinen	pullo	luonnonkorkki	13,0	5,3					80	vakiovalikoima
462307	Viña Albali Crianza 2012	Felíx Solís, DO Valdepeñas	0,75	7,98	10,51		110	punaviinit			Espanja	Valdepeñas	2012	Felíx Solís, DO Valdepeñas		Tempranillo	Keskitäyteläinen , tanniininen, karpaloinen, punaherukkainen, hennon viikunainen, kevyen mausteinen	pullo	metallinen kierrekapseli	13,0	5,0					80	vakiovalikoima
005153	Viña Albali Gran Reserva 2009	Félix Solis, DO Valdepeñas	0,75	10,48	13,84		110	punaviinit			Espanja	Valdepeñas	2009	Félix Solis, DO Valdepeñas		Tempranillo	Täyteläinen , tanniininen, hapankirsikkainen, kevyen suklainen, vaniljainen	pullo	luonnonkorkki	13,0	5,2					80	vakiovalikoima
430158	Vinã Albali Gran Selección Tempranillo 2012 hanapakkaus	Félix Solís, DO Valdepeñas	3,00	31,40	10,47		110	punaviinit			Espanja	Valdepeñas	2012	Félix Solís, DO Valdepeñas		Tempranillo	Keskitäyteläinen , tanniininen, punaherukkainen, karpaloinen, kevyen mausteinen, hennon vaniljainen	hanapakkaus	kartonkipakkaus	13,0	5,0					80	vakiovalikoima
006645	Viña Albali Reserva 2011	Felíx Solís, DO Valdepeñas	0,75	8,99	11,85		110	punaviinit			Espanja	Valdepeñas	2011	Felíx Solís, DO Valdepeñas		Tempranillo	Keskitäyteläinen , tanniininen, kirsikkainen, punaherukkainen, mausteinen, kevyen tamminen	pullo	metallinen kierrekapseli	13,0	5,1					80	vakiovalikoima
467667	Viña Albali Tempranillo 2014	Félix Solís, DO Valdepeñas	0,75	6,99	9,19		110	punaviinit			Espanja	Valdepeñas	2014	Félix Solís, DO Valdepeñas		Tempranillo	Keskitäyteläinen , keskitanniininen, puolukkainen, kirsikkainen, mausteinen	pullo	metallinen kierrekapseli	13,0	5,1					80	vakiovalikoima
423897	Casa l'Angel Syrah 2014	La Viña, DO Valencia	0,75	6,99	9,19		110	punaviinit			Espanja	Valencia	2014	La Viña, DO Valencia		Syrah	Täyteläinen , keskitanniininen, tumman luumuinen, karpaloinen, mustikkainen, mausteinen, lämmin	pullo	metallinen kierrekapseli	14,0	5,8	5				90	vakiovalikoima
007072	Castillo Montroy Reserva 2012	Anecoop, DO Valencia	0,75	6,99	9,19		110	punaviinit			Espanja	Valencia	2012	Anecoop, DO Valencia		Tempranillo, Monastrell	Keskitäyteläinen , keskitanniininen, kirsikkainen, kypsän karpaloinen, kevyen mausteinen	pullo	luonnonkorkki	13,5	5,2					90	vakiovalikoima
470724	Castillo Montroy Reserva 2012	Anecoop, DO Valencia	0,38	3,99	10,37		110	punaviinit			Espanja	Valencia	2012	Anecoop, DO Valencia		Tempranillo, Monastrell	Keskitäyteläinen , keskitanniininen, kirsikkainen, kypsän karpaloinen, kevyen mausteinen	pullo	luonnonkorkki	13,5	5,2					90	vakiovalikoima
403167	El Collao Roble 2015	Hacienda La Serrata, DO Alicante	0,75	9,68	12,77		110	punaviinit	luomu, biodynaaminen		Espanja	Valencia	2015	Hacienda La Serrata, DO Alicante		Cabernet Sauvignon, Monastrell, Syrah, Merlot	Keskitäyteläinen , keskitanniininen, puolukkainen, mustikkainen, maitokahvinen, vaniljainen	pullo	metallinen kierrekapseli	13,5	5,1					90	vakiovalikoima
006366	El Copero 2014	Clásicos del Mediterráneo, DOP Valencia	0,75	6,99	9,19		110	punaviinit			Espanja	Valencia	2014	Clásicos del Mediterráneo, DOP Valencia		Bobal, Monastrell	Keskitäyteläinen , vähätanniininen, makeahko, mansikkainen, vadelmainen, hennon vaniljainen	pullo	synteettinen korkki	12,0	4,6	11				80	vakiovalikoima
436517	Icono Cabernet Sauvignon 2015	Anecoop, DO Valencia	0,75	6,78	8,91		110	punaviinit			Espanja	Valencia	2015	Anecoop, DO Valencia		Cabernet Sauvignon	Täyteläinen , keskitanniininen, kirsikkahilloinen, herukkainen, kevyen mausteinen	pullo	metallinen kierrekapseli	14,0	5,4	8				90	vakiovalikoima
480848	Icono Selección Especial  hanapakkaus	Anecoop, DO Valencia	2,00	18,99	9,49		110	punaviinit			Espanja	Valencia		Anecoop, DO Valencia		Cabernet Sauvignon, Tempranillo, Syrah	Keskitäyteläinen , keskitanniininen, kypsän kirsikkainen, mansikkahilloinen, mausteinen	hanapakkaus	kartonkipakkaus	14,0	5,4	7				90	vakiovalikoima
006812	Los Monteros Crianza 2012	Bodegas Murviedro, DO Valencia	0,75	8,99	11,85		110	punaviinit			Espanja	Valencia	2012	Bodegas Murviedro, DO Valencia		Monastrell	Täyteläinen , tanniininen, tumman marjainen, kirsikkainen, mausteinen, kevyen nahkainen, hennon tamminen, vaniljainen	pullo	luonnonkorkki	13,5	5,2					90	vakiovalikoima
422548	Los Monteros Tinto  hanapakkaus	Clásicos del Mediterráneo, DO Valencia	3,00	28,90	9,63		110	punaviinit			Espanja	Valencia		Clásicos del Mediterráneo, DO Valencia		Monastrell, Tempranillo	Keskitäyteläinen , keskitanniininen, kypsän kirsikkainen, hennon puolukkainen, mausteinen	hanapakkaus	kartonkipakkaus	12,5	5,0	5				80	vakiovalikoima
005315	Palacio Conde Tempranillo  hanapakkaus	Coop. La Viña, DO Valencia	2,00	17,89	8,95		110	punaviinit			Espanja	Valencia		Coop. La Viña, DO Valencia		Tempranillo	Keskitäyteläinen , tanniininen, tumman kirsikkainen, kypsän karpaloinen, mausteinen	hanapakkaus	kartonkipakkaus	14,0	4,7	7				90	vakiovalikoima
496777	Radio Boca Tempranillo 2014	Vinnico Export, DO Valencia	0,75	7,49	9,85		110	punaviinit			Espanja	Valencia	2014	Vinnico Export, DO Valencia		Tempranillo	Keskitäyteläinen , keskitanniininen, tumman kirsikkainen, mansikkahilloinen, mausteinen	pullo	metallinen kierrekapseli	13,0	5,1	14				90	vakiovalikoima
447367	Allesverloren Cabernet Sauvignon 2013	Allesverloren Wine Estate, WO Swartland	0,75	16,50	21,87		110	punaviinit			Etelä-Afrikka	Coastal Region	2013	Allesverloren Wine Estate, WO Swartland		Cabernet Sauvignon	Täyteläinen , tanniininen, hapankirsikkainen, herukkainen, mausteinen, tamminen, pitkä	pullo	luonnonkorkki	13,5	6,5					90	vakiovalikoima
485137	Babylon's Peak Shiraz Grenache 2014	Babylon's Peak, WO Swartland	0,75	10,98	14,51		110	punaviinit			Etelä-Afrikka	Coastal Region	2014	Babylon's Peak, WO Swartland		Shiraz, Grenache	Täyteläinen , tanniininen, karhunvatukkainen, kirsikkahilloinen, mokkainen, mausteinen, lämmin	pullo	metallinen kierrekapseli	14,5	5,6					90	vakiovalikoima
439447	Cape Zebra Cabernet Sauvignon Merlot 2014	Overhex Wines International, WO Coastal Region	0,75	8,29	10,92		110	punaviinit	eettinen		Etelä-Afrikka	Coastal Region	2014	Overhex Wines International, WO Coastal Region		Cabernet Sauvignon, Merlot	Keskitäyteläinen , keskitanniininen, tumman kirsikkainen, kevyen luumuinen, herukkainen, mausteinen	pullo	metallinen kierrekapseli	14,0	5,8					90	vakiovalikoima
474267	Credo Pinotage Reserve 2014	Stellenbosch Vineyards, WO Stellenbosch	0,75	19,90	26,40		110	punaviinit			Etelä-Afrikka	Coastal Region	2014	Stellenbosch Vineyards, WO Stellenbosch		Pinotage	Täyteläinen , tanniininen, tumman kirsikkainen, herukkainen, karhunvatukkainen, kevyen yrttinen, mausteinen, tamminen, runsas, lämmin	pullo	luonnonkorkki	14,5	5,5					90	vakiovalikoima
443557	De Bos Handpicked Cabernet Sauvignon 2014	Bosman Family Vineyards, WO Wellington	0,75	9,99	13,19		110	punaviinit	eettinen		Etelä-Afrikka	Coastal Region	2014	Bosman Family Vineyards, WO Wellington		Cabernet Sauvignon	Täyteläinen , tanniininen, tumman kirsikkainen, karhunvatukkainen, kypsän karpaloinen, hennon mokkainen, mausteinen	pullo	metallinen kierrekapseli	15,0	5,8					90	vakiovalikoima
494447	Earth Song Shiraz Mourvèdre 2014	Overhex Wines International, WO Paarl	0,75	8,99	11,85		110	punaviinit			Etelä-Afrikka	Coastal Region	2014	Overhex Wines International, WO Paarl		Shiraz, Mourvèdre	Täyteläinen , keskitanniininen, tumman kirsikkainen, karhunvatukkahilloinen, mausteinen, vaniljainen	pullo	metallinen kierrekapseli	14,0	5,5	6				90	vakiovalikoima
465677	Fairview Shiraz Sangiovese 2014	Fairview, WO Darling	0,75	14,90	19,73		110	punaviinit	eettinen		Etelä-Afrikka	Coastal Region	2014	Fairview, WO Darling		Shiraz, Sangiovese	Täyteläinen , keskitanniininen, karhunvatukkainen, tumman luumuinen, hapankirsikkainen, pippurinen, lämmin	pullo	metallinen kierrekapseli	14,5	5,5					90	vakiovalikoima
407597	Kanonkop Kadette Pinotage 2014	Kanonkop, WO Stellenbosch	0,75	14,70	19,47		110	punaviinit			Etelä-Afrikka	Coastal Region	2014	Kanonkop, WO Stellenbosch		Pinotage	Täyteläinen , tanniininen, tumman kirsikkainen, karhunvatukkainen, luumuinen, mausteinen, hennon savuinen, runsas	pullo	luonnonkorkki	14,0	6,1					90	vakiovalikoima
407357	KWV The Mentors Pinotage 2013	KWV, WO Coastal Region	0,75	29,90	39,87		110	punaviinit			Etelä-Afrikka	Coastal Region	2013	KWV, WO Coastal Region		Pinotage	Täyteläinen , tanniininen, boysenmarjainen, tumman kirsikkainen, kevyen suklainen, mausteinen, tasapainoinen	pullo	metallinen kierrekapseli	14,0	6,3					90	vakiovalikoima
473107	Lyngrove Reserve Shiraz Pinotage 2013	Lyngrove, WO Stellenbosch	0,75	8,99	11,85		110	punaviinit			Etelä-Afrikka	Coastal Region	2013	Lyngrove, WO Stellenbosch		Shiraz, Pinotage	Täyteläinen , keskitanniininen, karhunvatukkainen, tumman luumuinen, mokkainen, hennon yrttinen	pullo	metallinen kierrekapseli	14,5	5,7					90	vakiovalikoima
427767	Neethlingshof 2014	Neethlingshof Estate, WO Stellenbosch	0,75	14,90	19,73		110	punaviinit			Etelä-Afrikka	Coastal Region	2014	Neethlingshof Estate, WO Stellenbosch		Cabernet Sauvignon, Merlot, Cabernet Franc	Täyteläinen , tanniininen, tumman kirsikkainen, luumuinen, kypsän karpaloinen, hennon lyijykynäinen, mausteinen	pullo	luonnonkorkki	14,0	6,0					100	vakiovalikoima
495787	Ostrich Landing Shiraz 2015	Overhex, WO Swartland	0,75	7,98	10,51		110	punaviinit			Etelä-Afrikka	Coastal Region	2015	Overhex, WO Swartland		Shiraz	Täyteläinen , keskitanniininen, tumman marjainen, kirsikkainen, kevyen vaniljainen, hennon kahvinen, savuinen	pullo	metallinen kierrekapseli	14,0	6,4	5				90	vakiovalikoima
404794	Place in the Sun Cabernet Sauvignon Shiraz 2015	Cape Legends, WO Stellenbosch	0,38	4,98	13,01		110	punaviinit	eettinen		Etelä-Afrikka	Coastal Region	2015	Cape Legends, WO Stellenbosch		Cabernet Sauvignon, Shiraz	Täyteläinen , keskitanniininen, kirsikkainen, luumuinen, mausteinen, hennon mokkainen	pullo	metallinen kierrekapseli	13,5	5,6					90	vakiovalikoima
472027	Reyneke Reserve 2013	Reyneke Wines, WO Stellenbosch	0,75	49,90	66,53		110	punaviinit	luomu, biodynaaminen		Etelä-Afrikka	Coastal Region	2013	Reyneke Wines, WO Stellenbosch			Täyteläinen , tanniininen, tumman kirsikkainen, herukkainen, karhunvatukkainen, oliivinen, hennon laventelinen, mausteinen, moniulotteinen	pullo	luonnonkorkki	14,0	5,2					90	erikoisvalikoima
466017	Simonsig Shiraz 2012	Simonsig Estate, WO Stellenbosch	0,75	11,99	15,85		110	punaviinit			Etelä-Afrikka	Coastal Region	2012	Simonsig Estate, WO Stellenbosch		Shiraz	Täyteläinen , tanniininen, karhunvatukkainen, tumman kirsikkainen, mausteinen, kevyen tamminen	pullo	metallinen kierrekapseli	14,5	5,2					90	vakiovalikoima
442427	Swartland Bush Vine Shiraz 2010	Swartland Winery, WO Swartland	0,75	19,52	25,89		110	punaviinit			Etelä-Afrikka	Coastal Region	2010	Swartland Winery, WO Swartland		Shiraz	Täyteläinen , tanniininen, kypsän karpaloinen, karhunvatukkainen, viikunainen, mausteinen, kevyen tamminen, vivahteikas, lämmin	pullo	luonnonkorkki	14,5	5,7					90	vakiovalikoima
415817	Terra de Bron Syrah 2009	Spice Route, WO Swartland	0,75	19,90	26,40		110	punaviinit			Etelä-Afrikka	Coastal Region	2009	Spice Route, WO Swartland		Syrah	Täyteläinen , tanniininen, tumman kirsikkainen, karhunvatukkainen, kypsän karpaloinen, mausteinen, tamminen, runsas, pitkä	pullo	luonnonkorkki	14,0	5,8					90	vakiovalikoima
